size	64
J	1
T	H	E	C	m
2.6	-4.6	-5.58164	1.00998e-05	-0.997213
2.6	-4.4	-5.37949	1.00211e-05	-0.996786
2.6	-4.2	-5.17782	9.54342e-06	-0.996417
2.6	-4	-4.97413	1.07736e-05	-0.995673
2.6	-3.8	-4.77099	1.29956e-05	-0.994978
2.6	-3.6	-4.56533	1.45375e-05	-0.993785
2.6	-3.4	-4.36119	1.64444e-05	-0.992768
2.6	-3.2	-4.15649	1.78036e-05	-0.991578
2.6	-3	-3.95287	1.74046e-05	-0.990483
2.6	-2.8	-3.74461	2.11053e-05	-0.988326
2.6	-2.6	-3.53822	1.83587e-05	-0.98638
2.6	-2.4	-3.32766	2.40924e-05	-0.983263
2.6	-2.2	-3.11981	2.30052e-05	-0.980515
2.6	-2	-2.90956	2.85359e-05	-0.976802
2.6	-1.8	-2.69789	2.86717e-05	-0.972247
2.6	-1.6	-2.48637	2.93176e-05	-0.967163
2.6	-1.4	-2.26889	3.26209e-05	-0.959439
2.6	-1.2	-2.05218	3.68104e-05	-0.950704
2.6	-1	-1.8295	4.45461e-05	-0.938078
2.6	-0.8	-1.60536	5.30355e-05	-0.9219
2.6	-0.6	-1.37019	5.47127e-05	-0.896398
2.6	-0.4	-1.12968	5.48849e-05	-0.857261
2.6	-0.2	-0.859832	7.6182e-05	-0.768674
2.6	2.16493e-15	-0.526332	0.000139155	-0.106081
2.6	0.2	-0.841973	0.000371082	0.740423
2.6	0.4	-1.12693	6.0094e-05	0.855165
2.6	0.6	-1.37474	6.07341e-05	0.898409
2.6	0.8	-1.60476	4.21164e-05	0.921791
2.6	1	-1.82822	4.48111e-05	0.937535
2.6	1.2	-2.05101	3.63177e-05	0.950401
2.6	1.4	-2.27031	3.49544e-05	0.959863
2.6	1.6	-2.48389	3.57177e-05	0.966407
2.6	1.8	-2.7005	2.38096e-05	0.972987
2.6	2	-2.90737	3.26461e-05	0.976261
2.6	2.2	-3.11954	2.68829e-05	0.98043
2.6	2.4	-3.33129	2.50638e-05	0.984132
2.6	2.6	-3.53796	2.31334e-05	0.986325
2.6	2.8	-3.74471	2.28372e-05	0.988353
2.6	3	-3.95233	1.53107e-05	0.990377
2.6	3.2	-4.15686	1.61186e-05	0.991643
2.6	3.4	-4.36122	1.65332e-05	0.992772
2.6	3.6	-4.56562	1.23654e-05	0.993833
2.6	3.8	-4.77129	1.28018e-05	0.995034
2.6	4	-4.97242	1.28831e-05	0.995385
2.6	4.2	-5.17772	9.5141e-06	0.996396
2.6	4.4	-5.37915	1.14219e-05	0.996733
2.6	4.6	-5.58267	8.11639e-06	0.997369
2.6	4.8	-5.78448	7.69581e-06	0.997714
2.7	-5	-5.97745	0.000599236	-0.996758
2.7	-4.8	-5.77966	1.00968e-05	-0.997003
2.7	-4.6	-5.5783	8.34833e-06	-0.996707
2.7	-4.4	-5.37365	1.21095e-05	-0.99587
2.7	-4.2	-5.17047	1.15913e-05	-0.995217
2.7	-4	-4.96726	1.35702e-05	-0.994523
2.7	-3.8	-4.76259	1.68202e-05	-0.993518
2.7	-3.6	-4.55875	1.68637e-05	-0.99259
2.7	-3.4	-4.35409	1.54409e-05	-0.991439
2.7	-3.2	-4.14607	1.64557e-05	-0.989536
2.7	-3	-3.94073	1.78774e-05	-0.988018
2.7	-2.8	-3.7337	2.24091e-05	-0.986014
2.7	-2.6	-3.52292	2.11074e-05	-0.982982
2.7	-2.4	-3.31986	1.99027e-05	-0.981467
2.7	-2.2	-3.10479	2.7497e-05	-0.976809
2.7	-2	-2.89079	3.2388e-05	-0.971933
2.7	-1.8	-2.67699	3.20386e-05	-0.966414
2.7	-1.6	-2.4624	4.07855e-05	-0.960007
2.7	-1.4	-2.24884	3.72424e-05	-0.952947
2.7	-1.2	-2.02359	4.75252e-05	-0.940705
2.7	-1	-1.79882	4.91655e-05	-0.92624
2.7	-0.8	-1.56946	5.87788e-05	-0.906357
2.7	-0.6	-1.33061	5.05236e-05	-0.876259
2.7	-0.4	-1.08012	5.84912e-05	-0.826247
2.7	-0.2	-0.808736	8.12967e-05	-0.725916
2.7	2.16493e-15	-0.489216	8.84047e-05	-0.0679814
2.7	0.2	-0.790432	0.000355238	0.699226
2.7	0.4	-1.08302	8.42646e-05	0.827154
2.7	0.6	-1.33304	5.27024e-05	0.877369
2.7	0.8	-1.57121	4.63421e-05	0.907023
2.7	1	-1.79516	4.88602e-05	0.924606
2.7	1.2	-2.02432	4.78954e-05	0.940838
2.7	1.4	-2.24629	3.67871e-05	0.952136
2.7	1.6	-2.4641	3.96789e-05	0.96048
2.7	1.8	-2.67956	3.55116e-05	0.967147
2.7	2	-2.89167	3.65498e-05	0.97215
2.7	2.2	-3.10166	3.4495e-05	0.976032
2.7	2.4	-3.31423	2.67895e-05	0.980132
2.7	2.6	-3.52475	2.43926e-05	0.983386
2.7	2.8	-3.73202	1.92529e-05	0.985657
2.7	3	-3.94082	2.10293e-05	0.988041
2.7	3.2	-4.14684	1.70421e-05	0.989684
2.7	3.4	-4.35468	1.67971e-05	0.991544
2.7	3.6	-4.55681	1.49425e-05	0.992233
2.7	3.8	-4.76287	1.48494e-05	0.993564
2.7	4	-4.96645	1.45223e-05	0.994383
2.7	4.2	-5.17035	1.12056e-05	0.995204
2.7	4.4	-5.37373	9.02024e-06	0.995883
2.7	4.6	-5.57891	8.77913e-06	0.996798
2.7	4.8	-5.78149	8.11752e-06	0.997272
2.8	-5	-5.9702	0.000557436	-0.995719
2.8	-4.8	-5.77329	1.26048e-05	-0.996063
2.8	-4.6	-5.57124	1.0119e-05	-0.995632
2.8	-4.4	-5.36639	1.43608e-05	-0.994733
2.8	-4.2	-5.16289	1.3271e-05	-0.993999
2.8	-4	-4.95916	1.77854e-05	-0.993164
2.8	-3.8	-4.75147	1.97056e-05	-0.991578
2.8	-3.6	-4.54908	1.63898e-05	-0.990849
2.8	-3.4	-4.34218	2.05457e-05	-0.989197
2.8	-3.2	-4.13568	2.33428e-05	-0.987517
2.8	-3	-3.92746	2.30744e-05	-0.985326
2.8	-2.8	-3.71998	2.48827e-05	-0.983091
2.8	-2.6	-3.50811	2.62396e-05	-0.979674
2.8	-2.4	-3.29822	3.12392e-05	-0.976351
2.8	-2.2	-3.08739	3.06813e-05	-0.9725
2.8	-2	-2.87521	3.41868e-05	-0.967809
2.8	-1.8	-2.65954	3.35887e-05	-0.96158
2.8	-1.6	-2.43849	4.17845e-05	-0.95288
2.8	-1.4	-2.2199	4.62655e-05	-0.943553
2.8	-1.2	-1.99806	5.07882e-05	-0.931693
2.8	-1	-1.76746	6.03417e-05	-0.913758
2.8	-0.8	-1.53554	5.63989e-05	-0.891396
2.8	-0.6	-1.28604	6.54985e-05	-0.853039
2.8	-0.4	-1.02527	6.97387e-05	-0.789565
2.8	-0.2	-0.743373	5.97067e-05	-0.656721
2.8	2.16493e-15	-0.457993	5.4119e-05	-0.075251
2.8	0.2	-0.728735	0.000337362	0.63452
2.8	0.4	-1.03214	4.6096e-05	0.79479
2.8	0.6	-1.28824	6.35366e-05	0.854048
2.8	0.8	-1.53678	5.34265e-05	0.892128
2.8	1	-1.77353	4.2231e-05	0.916445
2.8	1.2	-1.99891	5.8842e-05	0.931888
2.8	1.4	-2.21675	3.79328e-05	0.942614
2.8	1.6	-2.44016	4.27505e-05	0.953332
2.8	1.8	-2.65677	3.92937e-05	0.960749
2.8	2	-2.87209	3.53905e-05	0.966977
2.8	2.2	-3.08598	3.37055e-05	0.972133
2.8	2.4	-3.29994	2.92671e-05	0.976769
2.8	2.6	-3.50826	2.79634e-05	0.979721
2.8	2.8	-3.71924	2.33947e-05	0.982947
2.8	3	-3.9269	2.40513e-05	0.985208
2.8	3.2	-4.13449	2.25301e-05	0.987289
2.8	3.4	-4.34155	2.01329e-05	0.989099
2.8	3.6	-4.54693	1.68066e-05	0.990449
2.8	3.8	-4.75209	2.06582e-05	0.9917
2.8	4	-4.9601	1.50627e-05	0.993321
2.8	4.2	-5.16368	1.37053e-05	0.994125
2.8	4.4	-5.36719	1.15035e-05	0.994856
2.8	4.6	-5.57119	1.08507e-05	0.995623
2.8	4.8	-5.77361	1.1061e-05	0.996111
2.9	-5	-5.96495	0.000555997	-0.994963
2.9	-4.8	-5.7674	1.26923e-05	-0.995193
2.9	-4.6	-5.56496	1.49483e-05	-0.994673
2.9	-4.4	-5.35892	1.39913e-05	-0.993552
2.9	-4.2	-5.15272	1.68827e-05	-0.992338
2.9	-4	-4.94869	1.63626e-05	-0.991401
2.9	-3.8	-4.74209	1.82289e-05	-0.989947
2.9	-3.6	-4.53682	2.0507e-05	-0.988634
2.9	-3.4	-4.3317	2.08768e-05	-0.98723
2.9	-3.2	-4.12273	2.04036e-05	-0.984979
2.9	-3	-3.91406	2.37374e-05	-0.982585
2.9	-2.8	-3.70407	3.14981e-05	-0.979702
2.9	-2.6	-3.49147	3.28429e-05	-0.975919
2.9	-2.4	-3.27887	3.2552e-05	-0.971788
2.9	-2.2	-3.06503	3.20964e-05	-0.96691
2.9	-2	-2.85053	3.51988e-05	-0.961243
2.9	-1.8	-2.63167	3.39117e-05	-0.953713
2.9	-1.6	-2.41112	3.86245e-05	-0.944554
